robots_analyzed,symbols_analyzed,trades_analyzed,portfolio_total_net_pnl,portfolio_max_drawdown,worst_portfolio_day,worst_portfolio_week,maximum_active_robots,maximum_robots_averaging,maximum_simultaneous_exposure,maximum_simultaneous_margin_usage
10,8,3039,6604609.736657946,-562844.2983421413,-518228.99824039696,-449682.104316387,8.0,8.0,1061447.0,
